Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general ,
CORDOBA,Marcos Juárez,Monte Buey,14063190," 1,563 ", -   , -   , -   , -   , -   , -   , -   ," 1,563 ",
CORDOBA,Marcos Juárez,Villa Elisa,14063230, 185 , -   , 12 ," 1,492 ", -   , -   , -   , -   ," 1,689 ",
CORDOBA,Marcos Juárez,Saira,14063210, 253 , -   , -   , -   , -   , -   , -   , -   , 253 ,
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040, 15 , -   , -   , -   , -   , -   , -   , 25 , 40 ,
CORDOBA,Marcos Juárez,Cavanagh,14063050, -   , -   , -   , -   , -   , -   , -   , 322 , 322 ,
CORDOBA,Minas,Ciénaga del Coro,14070010, -   , -   , -   , 1 , -   , -   , -   , 64 , 65 ,
CORDOBA,Minas,La Playa,14070050, -   , -   , -   , -   , -   , -   , -   , 53 , 53 ,
CORDOBA,Minas,San Carlos Minas,14070060, 174 , -   , -   , 2 , -   , -   , -   , 290 , 466 ,
CORDOBA,Minas,Tosno,14070080, -   , -   , -   , -   , -   , -   , -   , 27 , 27 ,
CORDOBA,Minas,El Chacho,14070020, -   , -   , -   , 1 , -   , -   , -   , 173 , 174 ,
CORDOBA,Minas,Estancia de Guadalupe,14070030, -   , -   , -   , -   , -   , -   , -   , 35 , 35 ,
CORDOBA,Minas,Guasapampa,14070040, -   , -   , -   , -   , -   , -   , -   , 34 , 34 ,
CORDOBA,Minas,Talaini,14070070, -   , -   , -   , -   , -   , -   , -   , 23 , 23 ,
CORDOBA,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 485 , -   , -   , 268 , 753 ,
CORDOBA,Pocho,Chancani,14077010, -   , -   , -   , -   , -   , -   , -   , 97 , 97 ,
CORDOBA,Pocho,Las Palmas,14077020, -   , -   , -   , -   , -   , -   , -   , 9 , 9 ,
CORDOBA,Pocho,Salsacate,14077040, 94 , -   , -   , 3 , -   , 1 , -   , 298 , 396 ,
CORDOBA,Pocho,Villa de Pocho,14077080, -   , -   , -   , -   , -   , -   , -   , 40 , 40 ,
CORDOBA,Pocho,Los Talares,14077030, -   , -   , -   , -   , -   , -   , -   , 39 , 39 ,
CORDOBA,Pocho,San Gerónimo,14077050, -   , -   , -   , -   , -   , -   , -   , 11 , 11 ,
CORDOBA,Pocho,Tala Cañada,14077060, -   , -   , -   , -   , -   , -   , -   , 39 , 39 ,
CORDOBA,Pocho,Taninga,14077070, -   , -   , -   , -   , -   , -   , -   , 167 , 167 ,
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010, 2 ," 2,534 ", -   , 108 , -   , -   , -   , 146 ," 2,790 ",
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020, 395 , -   , -   , 2 , 17 , 1 , -   , 38 , 453 ,
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030, 569 ," 6,846 ", -   , 10 , 1 , -   , -   ," 1,133 "," 8,559 ",
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050, -   , -   , -   , 10 , 21 , -   , -   , 389 , 420 ,
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060, -   , -   , -   , -   , -   , -   , -   , 31 , 31 ,
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070, -   , -   , -   , -   , -   , -   , -   , 132 , 132 ,
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090, -   ," 1,033 ", -   , -   , -   , 1 , -   , 81 ," 1,115 ",
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040, -   , -   , -   , 1 , -   , -   , -   , -   , 1 ,
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080, -   , -   , -   , -   , -   , -   , -   , 42 , 42 ,
CORDOBA,Punilla,Bialet Massé,14091020, 365 , -   , -   , -   , -   , -   , -   , 333 , 698 ,
CORDOBA,Punilla,Cabalango,14091030, -   , -   , -   , -   , -   , -   , -   , 207 , 207 ,
CORDOBA,Punilla,Capilla del Monte,14091040," 1,310 ", 457 , -   , -   , -   , -   , -   , 282 ," 2,049 ",
CORDOBA,Punilla,Casa Grande,14091050, -   , -   , -   , -   , -   , -   , -   , 57 , 57 ,
CORDOBA,Punilla,Charbonier,14091060, -   , -   , -   , -   , -   , -   , -   , 102 , 102 ,
CORDOBA,Punilla,Cosquín,14091070," 1,337 "," 5,422 ", -   , 16 , -   , -   , -   , 113 ," 6,888 ",
CORDOBA,Punilla,Cuesta Blanca,14091080, -   , -   , -   , -   , -   , -   , -   , 40 , 40 ,
CORDOBA,Punilla,Estancia Vieja,14091090, -   , -   , -   , -   , -   , -   , -   , 216 , 216 ,
CORDOBA,Punilla,Huerta Grande,14091100, -   , 25 , -   ," 1,847 ", -   , -   , -   , 91 ," 1,963 ",
CORDOBA,Punilla,La Cumbre,14091110, 527 , -   , -   , -   , -   , -   , -   , 179 , 706 ,
CORDOBA,Punilla,La Falda,14091120, 995 ," 5,534 ", -   , 23 , -   , -   , -   , 24 ," 6,576 ",
CORDOBA,Punilla,Las Jarillas,14091130, -   , -   , -   , -   , -   , -   , -   , 4 , 4 ,
CORDOBA,Punilla,Los Cocos,14091140, 206 , -   , -   , -   , -   , -   , -   , 52 , 258 ,
CORDOBA,Punilla,Mayu Sumaj,14091160, -   , 144 , -   , -   , -   , -   , -   , 49 , 193 ,
CORDOBA,Punilla,San Antonio de Arredondo,14091180, -   ," 1,627 ", -   , 1 , -   , -   , -   , 112 ," 1,740 ",
CORDOBA,Punilla,San Esteban,14091190, 55 , -   , -   , -   , -   , -   , -   , 42 , 97 ,
CORDOBA,Punilla,San Roque,14091200, -   , -   , -   , -   , -   , -   , -   , 233 , 233 ,
CORDOBA,Punilla,Santa María de Punilla,14091210, 694 , -   , -   , 2 , 1 , -   , -   , 113 , 810 ,
CORDOBA,Punilla,Tala Huasi,14091220, -   , -   , -   , -   , -   , -   , -   , 15 , 15 ,
CORDOBA,Punilla,Tanti,14091230, -   , -   , -   , -   , 225 , -   , -   , 373 , 598 ,
CORDOBA,Punilla,Valle Hermoso,14091240, 291 , 17 , -   ," 1,497 ", -   , -   , -   , 116 ," 1,921 ",
CORDOBA,Punilla,Villa Carlos Paz,14091250," 1,845 "," 24,724 ", -   , 44 , 1 , 2 , -   , 642 ," 27,258 ",
CORDOBA,Punilla,Villa Giardino,14091270, 885 , -   , -   , 634 , -   , -   , -   , 297 ," 1,816 ",
CORDOBA,Punilla,Villa Parque Siquimán,14091290, -   , -   , -   , -   , -   , -   , -   , 285 , 285 ,
CORDOBA,Punilla,Villa Río Icho Cruz,14091300, -   , -   , -   , -   , -   , -   , -   , 147 , 147 ,
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320, 238 , -   , -   , -   , -   , -   , -   , 279 , 517 ,
CORDOBA,Río Cuarto,Achiras,14098010, -   , -   , -   , 50 , -   , -   , -   , 258 , 308 ,
CORDOBA,Río Cuarto,Adelia María,14098020, 91 ," 2,816 ", -   , 22 , -   , -   , -   , 222 ," 3,151 ",
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030, 287 , -   , -   , 884 , -   , 1 , -   , -   ," 1,172 ",
CORDOBA,Río Cuarto,ALPA CORRAL,14098040, -   , -   , -   , -   , 160 , -   , -   , -   , 160 ,
CORDOBA,Río Cuarto,Berrotarán,14098050, 396 ," 1,689 ", -   , 3 , -   , -   , -   , 137 ," 2,225 ",
CORDOBA,Río Cuarto,Bulnes,14098060, 50 , -   , -   , -   , -   , 1 , -   , -   , 51 ,
CORDOBA,Río Cuarto,Chaján,14098070, -   , -   , -   , 78 , -   , 1 , -   , -   , 79 ,
CORDOBA,Río Cuarto,Chucul,14098080, 16 , -   , -   , 3 , -   , -   , -   , 74 , 93 ,
CORDOBA,Río Cuarto,Coronel Moldes,14098100, 353 , -   , -   , -   ," 1,340 ", -   , -   , -   ," 1,693 ",
CORDOBA,Río Cuarto,Elena,14098110, 68 , -   , -   , 596 , -   , -   , -   , 86 , 750 ,
CORDOBA,Río Cuarto,La Carolina,14098120, 7 , -   , -   , -   , -   , 2 , -   , 66 , 75 ,
CORDOBA,Río Cuarto,Las Acequias,14098150, 422 , -   , -   , 8 , -   , -   , -   , -   , 430 ,
CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160, 9 , -   , -   , -   , 14 , -   , -   , -   , 23 ,
CORDOBA,Río Cuarto,Las Higueras,14098170, 90 , 717 , -   , 777 , -   , -   , -   , -   ," 1,584 ",
CORDOBA,Río Cuarto,Las Peñas,14098180, 4 , -   , -   , -   , -   , -   , -   , 25 , 29 ,
CORDOBA,Río Cuarto,Las Vertientes,14098190, 33 , -   , -   , 25 , -   , -   , -   , -   , 58 ,
CORDOBA,Río Cuarto,OTROS,Sin Datos, -   , -   , -   , -   , 30 , -   , -   , -   , 30 ,
CORDOBA,Río Cuarto,Río Cuarto,14098230," 5,281 "," 35,150 ", 1 ," 30,608 ", -   , 4 , -   ," 1,065 "," 72,109 ",
CORDOBA,Río Cuarto,SAMPACHO,14098240, 424 , -   , -   , 30 ," 1,070 ", -   , -   , 219 ," 1,743 ",
CORDOBA,Río Cuarto,San Basilio,14098250, 37 , -   , -   , 865 , -   , 1 , -   , -   , 903 ,
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260, 378 , -   , -   , -   , -   , -   , -   , -   , 378 ,
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290," 2,163 "," 1,518 ", -   , 71 , -   , 1 , -   , -   ," 3,753 ",
CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300, -   , -   , -   , -   , 4 , -   , -   , -   , 4 ,
CORDOBA,Río Cuarto,Washington,14098320, -   , -   , -   , -   , -   , -   , -   , 38 , 38 ,
CORDOBA,Río Cuarto,Coronel Baigorria,14098090, -   , -   , -   , 1 , -   , -   , -   , -   , 1 ,
CORDOBA,Río Primero,Cañada de Machado,14105020, -   , -   , -   , -   , -   , -   , -   , 11 , 11 ,
CORDOBA,Río Primero,Esquina,14105090, -   , -   , -   , 55 , -   , 1 , -   , -   , 56 ,
CORDOBA,Río Primero,La Para,14105110, -   ," 1,167 ", -   , 4 , -   , 1 , -   , 154 ," 1,326 ",
CORDOBA,Río Primero,La Puerta,14105130, -   , -   , -   , 1 , -   , -   , -   , 100 , 101 ,
CORDOBA,Río Primero,Montecristo,14105190, 217 , -   , -   ," 1,331 ", -   , 1 , -   , 185 ," 1,734 ",
CORDOBA,Río Primero,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 20 , 20 ,
CORDOBA,Río Primero,Piquillín,14105210, 144 , -   , -   , -   , -   , -   , -   , -   , 144 ,
CORDOBA,Río Primero,Río Primero,14105240," 1,140 ", -   , -   , 703 , -   , -   , -   , 187 ," 2,030 ",
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260, 363 , -   , -   , 806 , -   , -   , -   , 339 ," 1,508 ",
CORDOBA,Río Primero,Villa Fontana,14105270, -   , -   , -   , 271 , 3 , -   , -   , 166 , 440 ,
CORDOBA,Río Primero,Diego de Rojas,14105060, -   , -   , -   , 1 , -   , -   , -   , -   , 1 ,
CORDOBA,Río Primero,La Quinta,14105140, -   , -   , -   , -   , -   , -   , -   , 30 , 30 ,
CORDOBA,Río Seco,Sebastián Elcano,14112110, -   , -   , -   , 2 , -   , -   , -   , -   , 2 ,
CORDOBA,Río Seco,Villa de María,14112130, -   , 610 , -   , -   , 427 , -   , -   , 242 ," 1,279 ",
CORDOBA,Río Seco,Cerro Colorado,14112010, -   , -   , -   , -   , -   , -   , -   , 60 , 60 ,
CORDOBA,Río Seco,Rayo Cortado,14112080, -   , -   , -   , -   , -   , -   , -   , 57 , 57 ,
CORDOBA,Río Segundo,Capilla del Carmen,14119030, -   , 153 , -   , -   , -   , -   , -   , 11 , 164 ,
CORDOBA,Río Segundo,Carrilobo,14119040, -   , 570 , -   , 64 , -   , 1 , -   , 68 , 703 ,
CORDOBA,Río Segundo,Colazo,14119050, -   , -   , -   , 2 , -   , 1 , -   , -   , 3 ,
CORDOBA,Río Segundo,Costasacate,14119070, 126 , -   , -   , 153 , -   , -   , -   , 12 , 291 ,
CORDOBA,Río Segundo,Laguna Larga,14119090, 544 , -   , -   , 1 , -   , -   , -   , 704 ," 1,249 ",
CORDOBA,Río Segundo,Las Junturas,14119100, 30 , -   , -   , 633 , -   , 1 , -   , -   , 664 ,
CORDOBA,Río Segundo,Los Chañaritos,14119110, 5 , -   , -   , 32 , -   , -   , -   , 31 , 68 ,
CORDOBA,Río Segundo,Luque,14119120, 31 , 4 , -   ," 1,240 ", -   , -   , -   , 19 ," 1,294 ",
CORDOBA,Río Segundo,Manfredi,14119130, 59 , -   , -   , 4 , -   , -   , -   , -   , 63 ,
CORDOBA,Río Segundo,Oncativo,14119150," 2,419 ", 71 , -   , 152 , -   , -   , -   , 436 ," 3,078 ",
CORDOBA,Río Segundo,Pilar,14119160," 1,096 ", -   , -   ," 1,350 ", -   , -   , -   ," 1,215 "," 3,661 ",
CORDOBA,Río Segundo,Pozo del Molle,14119170, -   ," 1,892 ", -   , -   , -   , -   , -   , -   ," 1,892 ",
CORDOBA,Río Segundo,Rincón,14119180, -   , 149 , -   , -   , -   , -   , -   , 17 , 166 ,
CORDOBA,Río Segundo,Río Segundo,14119190," 1,780 ", -   , -   ," 1,751 ", -   , -   , -   ," 1,405 "," 4,936 ",
CORDOBA,Río Segundo,Santiago Temple,14119200, 91 , 653 , -   , -   , -   , 1 , -   , 81 , 826 ,
CORDOBA,Río Segundo,Villa del Rosario,14119210, 102 ," 6,600 ", -   , 1 , -   , -   , -   , 51 ," 6,754 ",
CORDOBA,Río Segundo,Calchín,14119010, -   , 985 , -   , -   , -   , -   , -   , -   , 985 ,
CORDOBA,San Alberto,Arroyo Los Patos,14126020, -   , 40 , -   , 20 , -   , -   , -   , 5 , 65 ,
CORDOBA,San Alberto,El Huayco,14126030, 67 , -   , -   , -   , -   , -   , -   , 6 , 73 ,
CORDOBA,San Alberto,La Cortadera,14126040, -   , -   , -   , 1 , -   , -   , -   , -   , 1 ,
CORDOBA,San Alberto,Las Calles,14126050, -   , -   , -   , 8 , -   , -   , -   , 70 , 78 ,
CORDOBA,San Alberto,Las Rabonas,14126070, -   , -   , -   , -   , 11 , -   , -   , 51 , 62 ,
CORDOBA,San Alberto,Mina Clavero,14126090," 1,505 ", 302 , -   , 187 , -   , -   , -   , -   ," 1,994 ",
CORDOBA,San Alberto,Nono,14126110, 168 , 30 , -   , 110 , -   , -   , -   , 51 , 359 ,
CORDOBA,San Alberto,San Huberto,14126130, -   , -   , -   , 6 , -   , -   , -   , 41 , 47 ,
CORDOBA,San Alberto,San Lorenzo,14126140, -   , -   , -   , -   , -   , -   , -   , 20 , 20 ,
CORDOBA,San Alberto,San Pedro,14126160, -   , -   , -   , 6 , -   , -   , -   , 403 , 409 ,
CORDOBA,San Alberto,San Vicente,14126170, -   , -   , -   , 6 , -   , -   , -   , 33 , 39 ,
CORDOBA,San Alberto,Sauce Arriba,14126180, -   , -   , -   , -   , -   , -   , -   , 21 , 21 ,
CORDOBA,San Alberto,Villa Cura Brochero,14126200, -   , 180 , -   , 125 , -   , -   , -   , 3 , 308 ,
CORDOBA,San Alberto,Villa Sarmiento,14126210, 1 , -   , -   , -   , -   , -   , -   , 423 , 424 ,
CORDOBA,San Javier,Conlara,14133010, -   , -   , -   , -   , -   , -   , -   , 24 , 24 ,
CORDOBA,San Javier,Cruz Caña,14133030, -   , -   , -   , -   , -   , -   , -   , 41 , 41 ,
CORDOBA,San Javier,Dos Arroyos,14133040, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
CORDOBA,San Javier,El Pantanillo,14133050, -   , -   , -   , -   , -   , -   , -   , 4 , 4 ,
CORDOBA,San Javier,La Paz,14133060, -   , -   , -   , -   , -   , 1 , -   , 268 , 269 ,
CORDOBA,San Javier,La Población,14133070, -   , -   , -   , -   , -   , -   , -   , 78 , 78 ,
CORDOBA,San Javier,La Ramada,14133080, -   , -   , -   , -   , -   , -   , -   , 14 , 14 ,
CORDOBA,San Javier,La Travesía,14133090, -   , -   , -   , -   , -   , -   , -   , 49 , 49 ,
CORDOBA,San Javier,Las Chacras,14133095, -   , -   , -   , 2 , -   , -   , -   , -   , 2 ,
CORDOBA,San Javier,Las Tapias,14133100, -   , -   , -   , -   , -   , -   , -   , 251 , 251 ,
CORDOBA,San Javier,Loma Bola,14133105, -   , -   , -   , -   , -   , -   , -   , 20 , 20 ,
CORDOBA,San Javier,Los Cerrillos,14133110, -   , -   , -   , -   , -   , -   , -   , 64 , 64 ,
CORDOBA,San Javier,Los Hornillos,14133120, 197 , -   , -   , -   , -   , -   , -   , 43 , 240 ,
CORDOBA,San Javier,Los Molles,14133130, -   , -   , -   , -   , -   , -   , -   , 36 , 36 ,
CORDOBA,San Javier,Los Romeros,14133040, -   , -   , -   , -   , -   , -   , -   , 9 , 9 ,
CORDOBA,San Javier,Luyaba,14133150, -   , -   , -   , -   , -   , -   , -   , 124 , 124 ,
CORDOBA,San Javier,Quebracho Ladeado,14133155, -   , -   , -   , -   , -   , -   , -   , 10 , 10 ,
CORDOBA,San Javier,Quebrada de los Pozos,14133160, -   , -   , -   , -   , -   , 1 , -   , 81 , 82 ,
CORDOBA,San Javier,San Javier y Yacanto,14133170, -   , -   , -   , -   , -   , -   , -   , 280 , 280 ,
CORDOBA,San Javier,San José,14133180, -   , -   , -   , -   , -   , -   , -   , 69 , 69 ,
CORDOBA,San Javier,Villa de las Rosas,14133190, -   , -   , -   , -   , -   , -   , -   , 329 , 329 ,
CORDOBA,San Javier,Villa Dolores,14133200, 364 , 466 , -   ," 6,532 ", -   , -   , -   ," 2,167 "," 9,529 ",
CORDOBA,San Javier,Villa La Viña,14133210, -   , -   , -   , -   , -   , -   , -   , 6 , 6 ,
CORDOBA,San Justo,Alicia,14140010, -   , 337 , -   , 871 , -   , 63 , -   , -   ," 1,271 ",
CORDOBA,San Justo,Altos de Chipión,14140020, -   , -   , -   , 622 , -   , 1 , -   , -   , 623 ,
CORDOBA,San Justo,Arroyito,14140030, 344 ," 4,077 ", -   ," 5,392 ", -   , 1 , 69 , 103 ," 9,986 ",
CORDOBA,San Justo,Brinkmann,14140050, 141 , -   , -   ," 2,547 ", -   , -   , -   , -   ," 2,688 ",
CORDOBA,San Justo,Colonia Anita,14140060, -   , -   , -   , -   , -   , -   , -   , 4 , 4 ,
CORDOBA,San Justo,Colonia Las Pichanas,14140080, -   , -   , -   , -   , -   , -   , -   , 4 , 4 ,
CORDOBA,San Justo,Colonia Marina,14140090, -   , 39 , -   , 352 , -   , 1 , -   , 128 , 520 ,
CORDOBA,San Justo,Colonia San Bartolomé,14140110, -   , -   , -   , 66 , -   , -   , -   , 361 , 427 ,
CORDOBA,San Justo,Devoto,14140160, 406 , -   , -   , 2 , 1 , -   , -   , -   , 409 ,
CORDOBA,San Justo,El Arañado,14140170, -   , 479 , -   , -   , -   , 1 , -   , 66 , 546 ,
CORDOBA,San Justo,El Fuertecito,14140190, -   , 98 , -   , 13 , -   , -   , 2 , 9 , 122 ,
CORDOBA,San Justo,El Tío,14140200, 17 , 705 , -   , 126 , -   , -   , -   , 33 , 881 ,
CORDOBA,San Justo,Estación Luxardo,14140210, -   , -   , -   , -   , -   , -   , -   , 36 , 36 ,
CORDOBA,San Justo,Freyre,14140220, 182 ," 1,700 ", -   , 810 , -   , -   , -   , 79 ," 2,771 ",
CORDOBA,San Justo,La Francia,14140230, 158 , -   , -   , 925 , -   , -   , -   , 119 ," 1,202 ",
CORDOBA,San Justo,La Tordilla,14140250, 435 , -   , -   , -   , -   , -   , -   , 45 , 480 ,
CORDOBA,San Justo,Las Varillas,14140270, 308 , -   , -   ," 6,694 ", -   , 1 , -   , -   ," 7,003 ",
CORDOBA,San Justo,Marull,14140280, -   , -   , -   , 651 , -   , 1 , -   , 150 , 802 ,
CORDOBA,San Justo,Miramar,14140290, -   ," 1,058 ", -   , -   , 115 , -   , -   , 96 ," 1,269 ",
CORDOBA,San Justo,Morteros,14140300, 140 , -   , -   ," 6,554 ", -   , -   , -   , -   ," 6,694 ",
CORDOBA,San Justo,Plaza Luxardo,14140310, -   , -   , -   , -   , -   , -   , -   , 6 , 6 ,
CORDOBA,San Justo,Plaza San Francisco,14140320, -   , -   , -   , -   , -   , -   , -   , 9 , 9 ,
CORDOBA,San Justo,Porteña,14140330, 586 , -   , -   ," 1,438 ", -   , -   , -   , 70 ," 2,094 ",
CORDOBA,San Justo,Quebracho Herrado,14140340, -   , -   , -   , -   , -   , -   , -   , 43 , 43 ,
CORDOBA,San Justo,Sacanta,14140350, -   , 823 , -   , 452 , 5 , 1 , -   , 125 ," 1,406 ",
CORDOBA,San Justo,San Francisco,14140360," 2,894 "," 15,448 ", -   , 340 , 60 , -   , -   , 605 ," 19,347 ",
CORDOBA,San Justo,Saturnino María Laspiur,14140370, -   , 758 , -   , -   , -   , 1 , -   , 21 , 780 ,
CORDOBA,San Justo,Tránsito,14140400, 58 , -   , -   , -   , -   , -   , -   , 106 , 164 ,
CORDOBA,San Justo,Villa Concepción del Tío,14140420, -   , 384 , -   , -   , -   , -   , -   , 132 , 516 ,
CORDOBA,San Justo,Villa San Esteban,14140440, -   , -   , -   , -   , -   , -   , -   , 31 , 31 ,
CORDOBA,San Justo,Toro Pujio,14140390, 77 , -   , -   , -   , -   , -   , -   , -   , 77 ,
CORDOBA,San Justo,Colonia Vignaud,14140150, 84 , -   , -   , 102 , -   , -   , -   , -   , 186 ,
CORDOBA,San Justo,Seeber,14140380, 78 , -   , -   , -   , -   , -   , -   , -   , 78 ,
CORDOBA,San Justo,El Fortín,14140180, -   , 441 , -   , -   , -   , -   , -   , 64 , 505 ,
CORDOBA,San Justo,Las Varas,14140260, -   , -   , -   , 148 , 11 , -   , -   , -   , 159 ,
CORDOBA,San Justo,Villa del Tránsito,14140430, -   , -   , -   , -   , -   , -   , -   , 65 , 65 ,
CORDOBA,San Justo,La Paquita,14140240, 220 , -   , -   , -   , 2 , -   , -   , 126 , 348 ,
CORDOBA,San Justo,Transito,Sin Datos, -   , 943 , -   , 133 , -   , -   , -   , -   ," 1,076 ",
CORDOBA,Santa María,Alta Gracia,14147010," 1,916 ", 2 , -   ," 13,672 ", -   , -   , -   , 327 ," 15,917 ",
CORDOBA,Santa María,Anisacate,14147020, 62 , -   , -   , -   , -   , -   , -   , 107 , 169 ,
CORDOBA,Santa María,Despeñaderos,14147080," 1,287 ", -   , -   , 236 , -   , -   , -   , 158 ," 1,681 ",
CORDOBA,Santa María,La Cumbrecita,14147280, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
CORDOBA,Santa María,La Paisanita,14147150, 31 , -   , -   , -   , -   , -   , -   , 1 , 32 ,
CORDOBA,Santa María,Malagueño,14147210, 40 , -   , -   , 14 , -   , -   , -   , 383 , 437 ,
CORDOBA,Santa María,Monte Ralo,14147220, -   , -   , -   , -   , -   , -   , -   , 23 , 23 ,
CORDOBA,Santa María,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 602 , 602 ,
CORDOBA,Santa María,Potrero de Garay,14147230, -   , -   , -   , 4 , -   , -   , -   ," 1,139 "," 1,143 ",
CORDOBA,Santa María,San Nicolás,14147260, 5 , -   , -   , -   , -   , -   , -   , -   , 5 ,
CORDOBA,Santa María,Toledo,14147280, 517 , -   , -   , 162 , -   , -   , -   , 4 , 683 ,
CORDOBA,Santa María,Valle de Anisacate,14147300, -   , -   , -   , -   , -   , -   , -   , 62 , 62 ,
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),14147310, -   , -   , -   , -   , -   , -   , -   , 474 , 474 ,
CORDOBA,Santa María,Villa del Prado,14147320, -   , -   , -   , -   , -   , -   , -   , 49 , 49 ,
CORDOBA,Santa María,Villa La Bolsa,14147330, -   , -   , -   , -   , -   , -   , -   , 54 , 54 ,
CORDOBA,Santa María,Villa Los Aromos,14147340, 94 , -   , -   , -   , -   , -   , -   , 62 , 156 ,
CORDOBA,Santa María,Villa Parque Santa Ana,14147350, 219 , -   , -   , -   , -   , -   , -   , -   , 219 ,
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,14147360, -   , -   , -   , -   , -   , -   , -   , 63 , 63 ,
CORDOBA,Santa María,La Donosa,14147280, -   , -   , -   , -   , -   , -   , -   , 74 , 74 ,
CORDOBA,Santa María,Campos Del Virrey,14147055, -   , -   , -   , 35 , -   , -   , -   , -   , 35 ,
CORDOBA,Santa María,La Rancherita,14147170, -   , -   , -   , -   , -   , -   , -   , 1 , 1 ,
CORDOBA,Santa María,La Serranita,14147180, -   , -   , -   , -   , -   , -   , -   , 1 , 1 ,
CORDOBA,Santa María,Lozada,14147200, -   , -   , -   , -   , -   , -   , -   , 1 , 1 ,
CORDOBA,Santa María,Rafael García,14147240, -   , -   , -   , -   , -   , -   , -   , 1 , 1 ,
CORDOBA,Santa María,José de la Quintana,14147115, -   , -   , -   , -   , -   , -   , -   , 10 , 10 ,
CORDOBA,Sobremonte,San Francisco del Chañar,14154050, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 ,
CORDOBA,Sobremonte,Caminiaga,14154010, -   , -   , -   , 2 , -   , -   , -   , -   , 2 ,
CORDOBA,Tercero Arriba,Almafuerte,14161010, 650 ," 2,528 ", -   , 291 , -   , -   , -   , 408 ," 3,877 ",
CORDOBA,Tercero Arriba,Colonia Almada,14161020, -   , -   , -   , -   , -   , -   , -   , 1 , 1 ,
CORDOBA,Tercero Arriba,Corralito,14161030, -   , -   , -   , 151 , 265 , 1 , -   , 41 , 458 ,
CORDOBA,Tercero Arriba,General Fotheringham,14161050, 24 , -   , -   , -   , -   , -   , -   , 40 , 64 ,
CORDOBA,Tercero Arriba,Hernando,14161060, 298 ," 3,031 ", -   , 3 , -   , -   , -   , -   ," 3,332 ",
CORDOBA,Tercero Arriba,James Craik,14161070, 134 , 682 , -   , 3 , -   , -   , -   , 637 ," 1,456 ",
CORDOBA,Tercero Arriba,Las Isletillas,14161080, -   , -   , -   , -   , -   , -   , -   , 8 , 8 ,
CORDOBA,Tercero Arriba,Las Perdices,14161090, 902 , -   , -   , -   , -   , 1 , -   , 33 , 936 ,
CORDOBA,Tercero Arriba,Oliva,14161110," 1,320 ", -   , -   ," 1,893 ", -   , -   , -   , 162 ," 3,375 ",
CORDOBA,Tercero Arriba,Pampayasta Sur,14161130, -   , -   , -   , 3 , -   , 1 , -   , -   , 4 ,
CORDOBA,Tercero Arriba,Río Tercero,14161150, 89 ," 9,352 ", -   ," 11,014 ", -   , 1 , -   ," 1,131 "," 21,587 ",
CORDOBA,Tercero Arriba,Tancacha,14161160," 1,305 ", -   , -   , -   , -   , 1 , -   , 194 ," 1,500 ",
CORDOBA,Tercero Arriba,Villa Ascasubi,14161170, -   , -   , -   , -   , -   , -   , -   , 825 , 825 ,
